挂牌代码,债券全称,上市日期,到期日期,票面利率,UK
124752,14文金滩,2014/6/26,2021/5/15,6.99,402225b100000635
124753,14海控01,2014/6/23,2021/5/16,6.48,402225b100000636
124754,14荥城投,2014/6/17,2021/5/15,8.1,402225b100000637
124755,14合工微,2014/5/26,2018/4/30,7.3,4022258c00000638
124756,14紫微01,2014/6/23,2017/5/15,6,4022258100000639
124757,14鄂城01,2014/6/26,2021/5/15,7.76,402225b10000063a
124758,14吉安债,2014/6/20,2021/5/15,6.96,402225b10000063b
124759,14威新区,2014/7/3,2021/5/19,6.87,402225b10000063c
124760,14余城投,2014/6/13,2021/5/19,7.09,402225b10000063d
124761,14深业团,2014/6/27,2021/5/21,6.2,402225b10000063e
124762,14萍昌盛,2014/7/7,2021/5/22,8.18,402225b10000063f
124763,14昆交发,2014/8/7,2021/5/22,6.95,402225b100000640
124764,14蔡家湖,2014/7/14,2021/5/21,7.5,402225b100000641
124765,14醴陵01,2014/8/1,2021/5/22,8.1,402225b100000642
124766,14景洪投,2014/6/24,2021/5/23,8.08,402225b100000643
124767,14郑二七,2014/7/17,2021/5/23,7.1,402225b100000644
124768,14云城投,2014/7/7,2021/5/23,6.77,402225b100000645
124769,14合力01,2014/7/7,2021/5/27,6.87,402225b100000646
124770,14合力02,2014/7/7,2021/5/27,7.1,402225b100000647
124771,14亳建投,2014/7/24,2021/5/23,6.85,402225b100000648
124772,14当阳债,2014/7/4,2021/5/23,7.99,402225b100000649
124773,14温高02,2014/6/17,2021/5/30,7.3,402225b10000064a
124774,14通辽债,2014/6/27,2021/5/26,7.29,402225b10000064b
124775,14新余东,2014/7/15,2021/5/27,8.48,402225b10000064c
124776,14绿地债,2014/7/15,2020/5/23,6.24,402225a50000064d
124777,14茂交投,2014/7/29,2021/5/28,6.9,402225b10000064e
124778,14蔡甸投,2014/7/2,2021/5/28,7.24,402225b10000064f
124779,14银开发,2014/6/24,2022/5/28,8.15,402225bd00000650
124781,14渝江02,2014/10/24,2021/9/16,5.88,402225b500000651
124782,14遵国投,2014/7/7,2021/5/28,6.95,402225b100000652
124783,14绍袍江,2014/7/10,2021/5/29,6.98,402225b100000653
124785,14青州债,2014/6/20,2021/5/29,7.59,402225b100000654
124786,14苏海投,2014/7/4,2021/5/29,7.28,402225b100000655
124787,14荣经开,2014/6/24,2021/5/29,6.75,402225b100000656
124788,14宣北山,2014/8/29,2021/6/17,8.6,402225b200000657
124789,14海东投,2014/7/29,2021/5/30,7.75,402225b100000658
124790,14陶都债,2014/7/10,2021/5/28,7.6,402225b100000659
124791,14孝城投,2014/8/5,2021/5/29,6.89,402225b10000065a
124792,14桓台债,2014/6/30,2021/5/28,7.79,402225b10000065b
124793,14合新01,2014/6/25,2021/5/21,6.04,402225b10000065c
124794,14合新02,2014/6/25,2024/5/21,7.9,402225d50000065d
124795,14渝惠通,2014/6/30,2021/5/30,7.28,402225b10000065e
124796,14襄高投,2014/7/10,2021/5/29,7,402225b10000065f
124797,14十二师,2014/7/8,2021/6/3,6.68,402225b200000660
124799,14京鑫融,2014/7/7,2021/5/30,6.6,402225b100000661
124800,14金城债,2014/6/30,2021/4/28,6.88,402225b000000662
124801,14恩城投,2014/7/11,2021/6/3,7.5,402225b200000663
124802,14保山债,2014/7/11,2021/5/28,7.79,402225b100000664
124803,14津宁投,2014/6/30,2021/5/30,7,402225b100000665
124804,14津南债,2014/6/23,2021/6/3,6.5,402225b200000666
124805,14穗铁02,2014/7/30,2024/6/3,6.05,402225d600000667
124806,14渝园业,2014/8/27,2021/6/3,8.45,402225b200000668
124807,14金国发,2014/7/28,2021/5/30,6.85,402225b100000669
124808,14唐丰南,2014/7/3,2021/5/30,7.23,402225b10000066a
124809,14龙国投,2014/9/17,2021/5/30,6.9,402225b10000066b
124810,14一师鑫,2014/7/29,2022/6/16,6.8,402225be0000066c
124811,14滇投债,2014/7/28,2021/6/17,6.65,402225b20000066d
124812,14长交02,2014/7/11,2021/6/16,6.75,402225b20000066e
124813,14井开债,2014/7/7,2021/6/3,7.99,402225b20000066f
124814,14郑投控,2014/9/3,2021/7/18,6.8,402225b300000670
124815,14天瑞02,2014/7/30,2024/6/25,8.5,402225d600000671
124816,14顺德投,2014/7/29,2021/6/18,6.8,402225b200000672
124817,14北国资,2014/8/4,2024/6/25,5.9,402225d600000673
124818,14常德源,2014/8/25,2021/6/16,6.5,402225b200000674
124819,14渝旅开,2014/8/4,2021/6/19,7.1,402225b200000675
124820,14济高债,2014/8/1,2021/6/19,6.38,402225b200000676
124821,14百色投,2014/8/4,2021/6/20,7.27,402225b200000677
124822,14合滨投,2014/8/28,2019/6/13,6.35,4022259a00000678
124823,14池金桥,2014/7/23,2021/6/16,7.7,402225b200000679
124824,14金桥棚,2014/8/8,2021/6/19,6.88,402225b20000067a
124827,14普国资,2014/7/23,2022/6/20,7.18,402225be0000067b
124828,14日经开,2014/8/8,2021/6/17,6.53,402225b20000067c
124829,14孝高01,2014/7/31,2021/6/23,7.43,402225b20000067d
124830,14桂铁投,2014/9/18,2024/6/18,6.89,402225d60000067e
124831,14崇建设,2014/7/30,2020/6/13,6.4,402225a60000067f
124832,14睢宁润,2014/8/25,2021/6/25,7.1,402225b200000680
124833,14如东泰,2014/8/12,2021/6/20,6.99,402225b200000681
124834,14德城投,2014/8/8,2021/6/26,6.48,402225b200000682
124835,14渝南债,2014/8/12,2021/6/17,7.05,402225b200000683
124836,14大石桥,2014/8/21,2021/6/23,7.4,402225b200000684
124837,14赤城投,2014/8/11,2021/6/19,7.07,402225b200000685
124839,14滨新塘,2014/8/4,2021/6/30,6.74,402225b200000686
124840,14漳九龙,2014/8/11,2021/6/20,6.48,402225b200000687
124841,14清微01,2014/9/5,2018/6/19,7.19,4022258e00000688
124842,14神木债,2014/7/15,2021/6/23,7.28,402225b200000689
124843,14宏河债,2014/7/30,2021/6/23,8.5,402225b20000068a
124844,14遵汇投,2014/9/1,2021/6/25,7.85,402225b20000068b
124845,14晋开发,2014/9/30,2021/6/27,7.08,402225b20000068c
124846,14瘦西湖,2014/9/5,2021/6/25,6.8,402225b20000068d
124847,14济源建,2014/8/8,2021/6/25,7.45,402225b20000068e
124848,14元国资,2014/9/19,2021/8/15,7.22,402225b40000068f
124849,14辽沿海,2014/7/10,2021/4/1,8.9,402225b000000690
124850,14合川投,2014/8/4,2021/7/7,7.3,402225b300000691
124851,14梧东泰,2014/8/1,2021/3/25,8.14,402225af00000692
124852,14冀渤海,2014/8/4,2020/6/30,6.9,402225a600000693
124853,14淄城运,2014/8/29,2021/7/9,6.45,402225b300000694
124854,14喀什深,2014/8/1,2020/7/7,7.08,402225a700000695
124855,14淮城投,2014/8/11,2021/7/9,6.79,402225b300000696
124856,14常房债,2014/7/30,2021/7/2,6.64,402225b300000697
124857,14临桂新,2014/8/7,2021/6/13,6.9,402225b200000698
124858,14黄海港,2014/8/27,2021/7/7,7.17,402225b300000699
124859,14柳产投,2014/8/18,2021/7/3,6.95,402225b30000069a
124860,14汤建投,2014/8/5,2021/6/30,6.8,402225b20000069b
124861,11冀渤海,2014/8/4,2017/5/23,7.85,402225810000069c
124862,14台基投,2014/8/27,2021/7/11,6.53,402225b30000069d
124863,14沂科技,2014/8/12,2021/7/14,7.49,402225b30000069e
124864,14兴城建,2014/8/28,2020/7/15,7.36,402225a70000069f
124865,14奎屯润,2014/8/7,2020/7/10,7.15,402225a7000006a0
124866,14南二建,2014/8/5,2021/7/10,8.1,402225b3000006a1
124867,09绍交投,2014/8/6,2016/10/27,6.6,4022257a000006a2
124868,14冀融投,2014/8/4,2021/7/8,6.76,402225b3000006a3
124869,14渝长寿,2014/8/27,2021/7/15,7.2,402225b3000006a4
124870,14嵊投控,2014/8/13,2021/7/17,7.6,402225b3000006a5
124871,14绿国资,2014/8/12,2021/7/16,6.7,402225b3000006a6
124872,14杭拱墅,2014/8/27,2021/7/21,6.9,402225b3000006a7
124873,14盛经02,2014/9/22,2021/8/25,6.95,402225b4000006a8
124874,14哈密01,2014/8/29,2021/7/14,6.63,402225b3000006a9
124875,14哈密02,2014/8/29,2021/7/14,6.87,402225b3000006aa
124876,14郑高新,2014/9/3,2021/7/15,7,402225b3000006ab
124877,14莱国资,2014/9/2,2021/7/23,7,402225b3000006ac
124878,14苏高新,2014/8/22,2021/7/22,6.2,402225b3000006ad
124879,14淮新02,2014/9/2,2021/7/28,6.95,402225b3000006ae
124880,14曲经开,2014/10/20,2021/7/21,7.48,402225b3000006af
124881,14安经开,2014/9/5,2021/8/15,8.35,402225b4000006b0
124882,14江北嘴,2014/9/2,2021/7/21,6.5,402225b3000006b1
124883,14西永债,2014/8/15,2021/7/25,6.58,402225b3000006b2
124884,14双水02,2014/9/5,2020/7/30,6.92,402225a7000006b3
124885,14临城建,2014/8/28,2021/8/1,6.94,402225b4000006b4
124886,14长农建,2014/9/3,2021/7/25,7,402225b3000006b5
124887,14盐城南,2014/9/2,2021/7/30,6.7,402225b3000006b6
124888,14邹城债,2014/8/26,2021/8/1,6.99,402225b4000006b7
124889,14定国资,2014/9/1,2021/8/4,7.13,402225b4000006b8
124890,14甘电投,2014/9/5,2024/8/5,6.4,402225d8000006b9
124891,14株高01,2014/8/29,2021/8/11,6.95,402225b4000006ba
124892,14株高02,2015/6/18,2022/4/17,6.38,402225bc000006bb
124893,14文登债,2014/8/27,2021/7/28,6.99,402225b3000006bc
124894,14海资02,2014/9/19,2021/8/8,8,402225b4000006bd
124895,14筑经开,2014/11/18,2021/9/26,6.47,402225b5000006be
124896,14北港债,2014/9/1,2021/7/30,6.29,402225b3000006bf
124897,14津广成,2014/8/27,2021/7/24,7.45,402225b3000006c0
124898,14津水务,2014/8/29,2021/7/28,6.6,402225b3000006c1
124899,14穗铁03,2014/9/15,2024/8/11,6,402225d8000006c2
124900,14滨开债,2014/9/25,2021/7/29,6.74,402225b3000006c3
124901,14虞城建,2014/9/15,2021/8/7,6.8,402225b4000006c4
124902,14陕交建,2015/1/14,2024/7/31,6.35,402225d7000006c5
124903,14鹤投资,2014/10/15,2021/8/1,7.88,402225b4000006c6
124904,14连旅泰,2014/9/29,2021/8/8,7,402225b4000006c7
124905,14登封债,2014/9/3,2020/8/4,7.79,402225a8000006c8
124906,14迁安02,2014/9/9,2021/8/11,7.19,402225b4000006c9
124907,14芜宜居,2014/9/24,2021/8/11,6.45,402225b4000006ca
124908,14靖江港,2014/11/5,2021/8/5,7.3,402225b4000006cb
124909,14超威债,2014/9/25,2020/8/14,7.98,402225a8000006cc
124910,14石景山,2014/10/16,2021/8/18,6.08,402225b4000006cd
124911,14北辰债,2014/9/25,2021/8/20,6.87,402225b4000006ce
124912,13锦州02,2014/9/16,2021/8/18,6.44,402225b4000006cf
124913,14绍交投,2014/10/24,2021/8/20,6.4,402225b4000006d0
124914,14慈建投,2014/9/17,2021/8/18,6.18,402225b4000006d1
124915,14宏桥02,2014/9/15,2021/8/21,7.45,402225b4000006d2
124916,14新开元,2014/11/18,2021/8/12,7.43,402225b4000006d3
124917,14沣西债,2014/9/9,2021/8/15,6.85,402225b4000006d4
124918,14沪南汇,2014/9/30,2021/8/20,6.04,402225b4000006d5
124919,14安城投,2014/10/8,2020/8/22,7.35,402225a8000006d6
124920,14龙海债,2014/12/29,2021/8/15,6.58,402225b4000006d7
124921,14浏阳债,2014/9/30,2021/8/22,6.98,402225b4000006d8
124923,14胶城投,2015/3/23,2021/8/21,6.2,402225b4000006d9
124924,14白沙投,2014/11/25,2021/8/22,6.87,402225b4000006da
124925,14金湖资,2014/12/29,2021/8/25,7.75,402225b4000006db
124926,14阜宁债,2014/9/30,2021/8/15,7.19,402225b4000006dc
124927,14玉溪投,2014/9/26,2021/8/26,6.58,402225b4000006dd
124928,14九龙债,2014/10/31,2021/8/19,6.6,402225b4000006de
124929,14巴南01,2014/9/17,2021/8/20,7,402225b4000006df
124930,14堰城投,2014/9/17,2021/8/20,6.58,402225b4000006e0
124931,09晋交投,2014/9/5,2019/8/5,5.8,4022259c000006e1
124932,14阿克苏,2014/11/26,2021/8/25,6.74,402225b4000006e2
124933,14揭城投,2014/10/23,2021/8/27,6.55,402225b4000006e3
124934,14渝港投,2014/10/8,2021/8/21,6.84,402225b4000006e4
124935,14冀建投,2014/9/29,2025/9/1,5.69,402225e5000006e5
124936,14天门债,2014/9/30,2021/8/28,8.2,402225b4000006e6
124937,14湖中兴,2014/9/30,2021/8/28,6.48,402225b4000006e7
124938,14郴百福,2014/9/23,2021/8/28,6.54,402225b4000006e8
124939,14蒙盛祥,2014/11/11,2021/8/21,8.18,402225b4000006e9
124940,14滁城投,2014/11/25,2021/8/22,6.4,402225b4000006ea
124941,14钦滨海,2014/9/15,2021/7/7,6.99,402225b3000006eb
124942,14南绿港,2014/9/12,2021/6/27,7.3,402225b2000006ec
124943,14兰国投,2014/10/20,2021/9/10,6.32,402225b5000006ed
124944,14广建设,2014/10/24,2021/8/26,8.35,402225b4000006ee
124945,14石国投,2014/11/11,2021/8/27,6.9,402225b4000006ef
124946,14保利集,2014/9/22,2019/9/4,5.5,4022259d000006f0
124947,14西港债,2015/1/19,2021/9/23,7.9,402225b5000006f1
124948,14金资02,2014/10/21,2021/9/5,5.55,402225b5000006f2
124949,14随建投,2014/10/16,2021/9/2,7.18,402225b5000006f3
124950,14登电债,2015/2/12,2020/9/1,6.51,402225a9000006f4
124951,14威中城,2014/10/17,2021/9/9,6.55,402225b5000006f5
124952,14马高新,2014/11/4,2021/9/9,6.85,402225b5000006f6
124953,09宁城建,2014/9/29,2019/8/25,5.85,4022259c000006f7
124956,14锑都债,2014/10/28,2021/8/27,7.18,402225b4000006f8
124957,14滨投债,2014/10/17,2021/9/11,6.39,402225b5000006f9
124958,14浔富和,2014/10/28,2020/9/1,7.04,402225a9000006fa
124959,14仁寿债,2014/10/16,2021/9/5,8.66,402225b5000006fb
124960,14胶发展,2014/11/13,2021/9/18,6.33,402225b5000006fc
124961,14苏望涛,2014/10/20,2020/9/15,6.82,402225a9000006fd
124962,14武经开,2014/10/22,2021/9/12,6.65,402225b5000006fe
124963,14广安经,2014/11/17,2021/9/22,7.1,402225b5000006ff
124964,14自高投,2014/12/3,2021/10/23,5.73,402225b600000700
124965,14济西投,2014/10/27,2021/9/15,6,402225b500000701
124966,14京国资,2014/10/24,2029/9/16,5.28,4022261500000702
124967,14昌经投,2014/10/22,2021/9/9,7.58,402225b500000703
124968,14盐东方,2014/10/24,2021/9/15,6.48,402225b500000704
124969,14醴陵02,2014/11/18,2021/9/5,7.18,402225b500000705
124970,14杭地铁,2014/10/29,2024/9/17,5.97,402225d900000706
124971,14宜国投,2015/1/6,2021/9/17,7.25,402225b500000707
124972,14安高债,2014/11/28,2021/9/17,8.78,402225b500000708
124973,14宣建债,2014/11/4,2021/9/22,7.95,402225b500000709
124974,14泸纳债,2014/10/24,2021/9/11,7.17,402225b50000070a
124975,14溧经开,2014/11/17,2021/9/22,6.27,402225b50000070b
124976,14张掖债,2014/11/17,2021/9/22,6.92,402225b50000070c
124977,14天瑞03,2014/11/19,2021/10/16,7.13,402225b60000070d
124978,14新密债,2014/10/21,2021/9/12,7.28,402225b50000070e
124979,14陂城投,2014/11/21,2021/9/17,6.43,402225b50000070f
124980,14抚微01,2014/10/31,2018/9/17,6.3,4022259100000710
124981,14嘉峪关,2015/1/14,2021/9/23,7.83,402225b500000711
124982,14高安01,2014/11/18,2021/9/16,8.35,402225b500000712
124983,14孝高02,2014/11/13,2021/9/22,6.87,402225b500000713
124984,14鄂城02,2014/12/4,2021/9/19,6.68,402225b500000714
124985,14兖微02,2014/11/24,2020/9/28,6.38,402225a900000715
124986,14建开债,2014/10/27,2021/9/25,7.29,402225b500000716
124987,14昆经开,2014/11/25,2021/9/25,6.47,402225b500000717
124988,14闽投债,2014/11/20,2021/10/16,5.1,402225b600000718
124989,14三星01,2014/10/16,2021/9/22,9,402225b500000719
124999,13武续债,2013/12/6,2018/10/29,8.5,402225920000071a
127000,14繁昌投,2014/11/18,2021/10/17,6.8,402225b60000071b
127001,14电投02,2014/11/11,2029/9/17,5.74,402226150000071c
127002,14天能02,2014/11/5,2020/9/29,8,402225a90000071d
127003,14德兴债,2014/11/24,2021/10/17,7.17,402225b60000071e
127004,14溧昆仑,2014/11/24,2021/10/24,5.9,402225b60000071f
127005,14乐清债,2014/11/17,2021/10/20,5.99,402225b600000720
127006,14蓬莱债,2014/11/18,2022/10/22,6.98,402225c200000721
127007,15潭万楼,2015/3/6,2022/1/14,6.9,402225b900000722
127008,14龙岩01,2014/11/19,2021/7/30,8.35,402225b300000723
127009,14龙岩02,2014/11/19,2021/10/13,7.7,402225b600000724
127010,14海城投,2014/12/25,2021/10/22,5.58,402225b600000725
127011,14鹰投债,2014/12/16,2021/10/17,6.2,402225b600000726
127012,14柳微债,2014/12/15,2017/10/16,5.95,4022258600000727
127013,14乐山债,2014/12/29,2021/10/22,5.68,402225b600000728
127014,14三门01,2014/11/20,2021/10/29,6.85,402225b600000729
127015,14世园债,2014/12/30,2021/10/21,6.2,402225b60000072a
127016,14忠旺债,2014/12/1,2020/10/22,5.48,402225aa0000072b
127017,14粤高债,2014/12/3,2029/10/29,5.4,402226160000072c
127018,14新昌01,2014/12/5,2021/10/30,5.88,402225b60000072d
127019,14丹徒投,2014/12/23,2021/11/3,5.89,402225b70000072e
127020,14玉交01,2014/11/25,2021/11/3,5.65,402225b70000072f
127021,14京天恒,2014/11/28,2020/10/24,5.4,402225aa00000730
127022,10句容福,2014/11/26,2017/10/27,6.2,4022258600000731
127023,14集城投,2014/12/11,2021/11/4,6.69,402225b700000732
127024,14攀小微,2014/12/16,2019/10/30,5.48,4022259e00000733
127025,14惠城投,2015/1/29,2021/11/4,5.49,402225b700000734
127026,14沪建债,2014/12/10,2024/11/5,4.8,402225db00000735
127027,14晋城债,2014/12/9,2021/11/11,4.99,402225b700000736
127028,14新供销,2014/12/16,2021/11/7,5.07,402225b700000737
127029,14岳阳债,2014/11/27,2021/11/3,5.5,402225b700000738
127030,14鹿城债,2014/12/5,2021/11/3,5.58,402225b700000739
127031,14鹤城投,2015/1/7,2021/11/11,5.6,402225b70000073a
127032,14连交通,2014/12/31,2021/11/17,5.47,402225b70000073b
127033,14即旅投,2014/12/29,2021/11/17,5.47,402225b70000073c
127034,14永嘉债,2014/12/8,2021/11/12,6.5,402225b70000073d
127035,14春辉01,2014/12/16,2020/11/13,7.85,402225ab0000073e
127037,14渝双桥,2015/2/5,2021/11/19,5.99,402225b70000073f
127038,14吴中债,2014/12/8,2021/11/19,5.49,402225b700000740
127039,14西电债,2014/12/31,2019/11/26,5.96,4022259f00000741
127040,14春辉02,2014/12/16,2020/11/18,8.5,402225ab00000742
127041,14中山交,2015/1/7,2021/11/26,5.25,402225b700000743
127042,14来工投,2015/1/12,2021/11/26,5.97,402225b700000744
127043,14黑重建,2014/12/30,2020/11/20,7.06,402225ab00000745
127044,14河润业,2014/12/29,2021/12/3,6.2,402225b800000746
127045,14长兴债,2015/1/27,2021/12/3,6,402225b800000747
127046,14海控02,2015/1/12,2021/12/4,5.65,402225b800000748
127047,15江油债,2015/10/13,2022/9/2,6.55,402225c100000749
127048,14浏经开,2014/12/29,2021/11/27,5.7,402225b70000074a
127049,14绍柯开,2015/2/2,2021/12/10,7,402225b80000074b
127050,14松原债,2015/2/17,2021/12/4,5.79,402225b80000074c
127051,15滕建债,2015/9/11,2022/6/8,6,402225be0000074d
127052,14甘公02,2014/12/18,2021/12/1,5.85,402225b80000074e
127053,15天瑞01,2015/2/12,2021/1/15,7,402225ad0000074f
127054,15黔物资,2015/3/11,2022/1/23,6,402225b900000750
127055,14邳恒润,2015/2/9,2021/12/5,6.46,402225b800000751
127056,16朝国资,2016/4/18,2023/3/23,3.25,402225c700000752
127057,14牟中债,2015/3/5,2021/12/11,7.48,402225b800000753
127058,14连融达,2015/1/13,2021/12/5,5.69,402225b800000754
127059,14芜建债,2015/1/5,2021/12/8,6.6,402225b800000755
127060,14遵义投,2015/2/9,2021/12/9,6.45,402225b800000756
127061,14黔西南,2015/1/12,2021/12/15,7.4,402225b800000757
127062,14博兴债,2015/1/21,2021/12/22,8,402225b800000758
127065,14阜新01,2015/2/16,2021/12/24,7.18,402225b800000759
127066,14高安02,2015/3/17,2021/12/30,8.2,402225b80000075a
127067,16遵经债,2016/2/23,2023/1/22,4.87,402225c50000075b
127068,14新昌02,2015/1/22,2021/12/31,6.95,402225b80000075c
127069,14准国资,2015/2/2,2021/12/31,6.54,402225b80000075d
127070,14钦开投,2015/4/3,2018/12/31,7.8,402225940000075e
127071,14清微02,2015/2/12,2018/12/29,8.05,402225940000075f
127072,14泾河债,2015/3/6,2022/1/5,6.89,402225b900000760
127073,15铁西债,2015/1/28,2022/1/14,6,402225b900000761
127074,15铜大江,2015/3/3,2022/1/19,6.5,402225b900000762
127075,15鸡西资,2015/2/11,2022/1/19,6.87,402225b900000763
127076,15宁城投,2015/4/3,2022/1/20,6.7,402225b900000764
127077,15本溪债,2015/3/17,2022/1/22,6.24,402225b900000765
127078,15盘山债,2015/3/16,2022/1/21,7.48,402225b900000766
127079,15郴高科,2015/3/10,2022/1/23,6.45,402225b900000767
127080,15达州01,2015/3/2,2022/1/14,6.55,402225b900000768
127081,15牟国资,2015/2/25,2022/1/26,6.39,402225b900000769
127082,15望经开,2015/3/11,2022/1/22,6.57,402225b90000076a
127083,15宜创债,2015/5/15,2022/3/23,6.7,402225bb0000076b
127084,15中区债,2015/3/16,2022/1/29,6.39,402225b90000076c
127085,14抚微02,2015/3/23,2019/1/28,7.08,402225950000076d
127086,10乌城投,2015/3/19,2017/1/15,6.5,4022257d0000076e
127087,15榕城01,2015/3/10,2022/1/26,5.48,402225b90000076f
127088,15汇丰投,2015/3/3,2022/1/26,6.6,402225b900000770
127089,15新郑01,2015/3/10,2021/1/29,6.4,402225ad00000771
127090,15新郑02,2015/3/10,2021/1/29,6.6,402225ad00000772
127091,15梵投债,2015/3/4,2022/1/28,6.95,402225b900000773
127092,15淀山湖,2015/3/5,2021/1/30,5.95,402225ad00000774
127093,15铜发债,2015/4/21,2022/1/28,6.88,402225b900000775
127094,15盘经开,2015/3/10,2022/1/22,7.25,402225b900000776
127095,15湘九华,2015/4/10,2022/1/21,6.59,402225b900000777
127096,15东方财,2015/3/10,2022/1/29,5.19,402225b900000778
127097,15毕建投,2015/4/7,2022/1/28,6.5,402225b900000779
127098,15营沿海,2015/3/5,2022/1/26,6.45,402225b90000077a
127099,15天瑞02,2015/3/10,2021/2/6,6.89,402225ae0000077b
127100,15新交投,2015/3/23,2022/2/6,6.14,402225ba0000077c
127101,15吉华债,2015/4/7,2022/2/9,7.18,402225ba0000077d
127102,15襄矿债,2015/4/3,2022/2/11,8.8,402225ba0000077e
127103,10顺义02,2015/3/10,2017/2/1,4.53,4022257e0000077f
127104,15涪交旅,2015/4/22,2022/2/3,6.68,402225ba00000780
127105,15咸荣盛,2015/4/13,2022/2/10,6.29,402225ba00000781
127106,14黑债01,2015/3/18,2020/11/19,7.1,402225ab00000782
127107,14紫微02,2015/4/7,2018/2/4,5.29,4022258a00000783
127108,15常天宁,2015/3/30,2022/2/12,6.48,402225ba00000784
127109,15天盈债,2015/4/14,2022/3/25,6.79,402225bb00000785
127110,15兴城建,2015/4/16,2022/3/20,6,402225bb00000786
127111,15黔南投,2015/4/10,2022/3/9,6.43,402225bb00000787
127112,15天诚01,2015/4/3,2022/3/11,6.5,402225bb00000788
127113,15乌国投,2015/6/19,2021/3/16,6.17,402225af00000789
127114,15乳国资,2015/4/8,2022/3/16,6.17,402225bb0000078a
127115,15马经开,2015/7/21,2022/3/6,6.49,402225bb0000078b
127116,15淳新开,2015/5/21,2022/3/11,6.1,402225bb0000078c
127117,15娄开债,2015/8/24,2022/3/13,6.36,402225bb0000078d
127118,15丰城投,2015/4/10,2022/2/10,6.49,402225ba0000078e
127119,15兴堰债,2015/6/18,2022/3/12,6.1,402225bb0000078f
127120,15巴南债,2015/4/29,2022/3/13,6.17,402225bb00000790
127121,15苏国信,2015/4/27,2020/3/16,4.9,402225a300000791
127122,10湘高速,2015/5/29,2020/4/8,5.5,402225a400000792
127123,14阜新02,2015/7/3,2022/3/18,6.18,402225bb00000793
127124,中色暂停,2015/4/3,2025/3/20,5.3,402225df00000794
127125,14三门02,2015/7/21,2022/3/18,6.8,402225bb00000795
127126,15遂富源,2016/1/6,2022/3/17,6.39,402225bb00000796
127127,15渭城投,2015/4/17,2022/3/11,6.09,402225bb00000797
127128,15沈大东,2015/11/16,2022/3/20,6.05,402225bb00000798
127129,15苏通债,2015/4/15,2022/3/18,6.2,402225bb00000799
127130,15临尧都,2015/4/7,2022/3/13,7.19,402225bb0000079a
127131,14玉交02,2015/5/29,2022/3/20,6.18,402225bb0000079b
127132,15梅山债,2015/5/6,2022/3/23,6.27,402225bb0000079c
127133,15泗洪债,2015/5/22,2022/3/16,6.15,402225bb0000079d
127134,15广安债,2015/4/15,2022/3/24,6.39,402225bb0000079e
127135,15益高新,2015/5/18,2022/3/30,7,402225bb0000079f
127136,15西经微,2015/5/4,2019/3/26,6.65,40222597000007a0
127137,15株今添,2015/6/30,2022/3/25,6.25,402225bb000007a1
127138,15柯岩债,2015/4/15,2022/3/24,6.28,402225bb000007a2
127139,15邛崃债,2015/7/20,2022/3/25,6.98,402225bb000007a3
127140,15文小微,2015/5/18,2019/3/24,5.28,40222597000007a4
127141,15东南债,2015/7/14,2022/3/26,6.53,402225bb000007a5
127142,15怀经开,2015/7/13,2022/3/26,6.8,402225bb000007a6
127143,15新泰债,2015/5/22,2022/3/23,6.35,402225bb000007a7
127144,15黄河债,2015/7/6,2021/3/27,8,402225af000007a8
127145,15长轨01,2015/5/26,2025/4/3,5.97,402225e0000007a9
127146,15汴新债,2015/9/2,2022/3/23,6.35,402225bb000007aa
127147,15郫国投,2015/5/21,2022/4/1,6.95,402225bc000007ab
127148,15九江置,2015/5/21,2022/3/23,6.2,402225bb000007ac
127149,15粤路桥,2015/8/24,2030/5/21,5.18,4022261d000007ad
127150,15包科教,2015/7/20,2022/3/25,6.48,402225bb000007ae
127151,15白工投,2015/5/5,2022/3/27,7.3,402225bb000007af
127152,15渝铜梁,2015/5/12,2022/4/8,6.59,402225bc000007b0
127153,15吐国投,2015/6/30,2022/3/19,6.2,402225bb000007b1
127154,15乌小微,2015/5/28,2019/3/27,6.79,40222597000007b2
127155,15宜兴债,2015/5/22,2022/3/30,6.16,402225bb000007b3
127156,15联峰债,2015/5/11,2021/4/7,8.4,402225b0000007b4
127157,15石城投,2015/7/20,2022/5/4,6.1,402225bd000007b5
127158,15东营债,2015/4/29,2022/3/31,5.57,402225bb000007b6
127159,15越都债,2015/11/9,2022/4/7,6.38,402225bc000007b7
127160,15耒城投,2015/7/3,2022/4/10,7.8,402225bc000007b8
127161,15石国控,2015/6/3,2022/4/9,5.75,402225bc000007b9
127162,15湘铁投,2016/4/12,2025/4/30,6.09,402225e0000007ba
127163,15海城投,2015/7/14,2022/4/3,6.22,402225bc000007bb
127164,15庐江债,2015/5/26,2022/4/16,6.7,402225bc000007bc
127165,15高国资,2015/8/17,2022/4/14,6.68,402225bc000007bd
127166,15洋口港,2015/5/28,2022/4/10,6.23,402225bc000007be
127167,15阳江债,2016/4/19,2022/4/14,6.24,402225bc000007bf
127168,15绍城投,2015/6/10,2022/4/17,5.75,402225bc000007c0
127169,15鄂长江,2015/7/29,2022/4/3,6.15,402225bc000007c1
127170,15渝城投,2015/7/22,2022/6/24,7.7,402225be000007c2
127171,15乌经开,2015/8/28,2022/4/13,6.4,402225bc000007c3
127172,15滨中海,2015/6/3,2022/4/13,6.65,402225bc000007c4
127173,15津铁投,2015/6/25,2025/4/13,5.58,402225e0000007c5
