130141,14地债09,2014/8/22,242,2014/8/18,2017/8/18,4.1,4022558400000041
130142,14地债10,2014/8/22,247,2014/8/18,2019/8/18,4.16,4022559c00000042
130143,14青岛01,2014/8/25,10,2014/8/19,2019/8/19,3.96,4022559c00000043
130144,14青岛02,2014/8/25,7.5,2014/8/19,2021/8/19,4.18,402255b400000044
130145,14青岛03,2014/8/25,7.5,2014/8/19,2024/8/19,4.25,402255d800000045
130146,14浙江01,2014/8/26,54.8,2014/8/20,2019/8/20,3.96,4022559c00000046
130147,14浙江02,2014/8/26,41.1,2014/8/20,2021/8/20,4.17,402255b400000047
130148,14浙江03,2014/8/26,41.1,2014/8/20,2024/8/20,4.23,402255d800000048
130149,14北京01,2014/8/28,42,2014/8/22,2019/8/22,4,4022559c00000049
130150,14北京02,2014/8/28,31.5,2014/8/22,2021/8/22,4.18,402255b40000004a
130151,14北京03,2014/8/28,31.5,2014/8/22,2024/8/22,4.24,402255d80000004b
130152,14上海01,2014/9/18,50.4,2014/9/12,2019/9/12,4.01,4022559d0000004c
130153,14上海02,2014/9/18,37.8,2014/9/12,2021/9/12,4.22,402255b50000004d
130154,14上海03,2014/9/18,37.8,2014/9/12,2024/9/12,4.33,402255d90000004e
130155,14地债11,2014/9/22,163,2014/9/16,2017/9/16,4.14,402255850000004f
130156,14地债12,2014/9/22,163,2014/9/16,2019/9/16,4.15,4022559d00000050
130157,14地债13,2014/9/30,207,2014/9/25,2021/9/25,4.12,402255b500000051
130158,14深圳01,2014/10/30,16.8,2014/10/24,2019/10/24,3.63,4022559e00000052
130159,14深圳02,2014/10/30,12.6,2014/10/24,2021/10/24,3.79,402255b600000053
130160,14深圳03,2014/10/30,12.6,2014/10/24,2024/10/24,3.81,402255da00000054
130161,15江苏01,2015/5/25,104.4,2015/5/19,2018/5/19,2.94,4022558d00000055
130162,15江苏02,2015/5/25,156.6,2015/5/19,2020/5/19,3.12,402255a500000056
130163,15江苏03,2015/5/25,156.6,2015/5/19,2022/5/19,3.41,402255bd00000057
130164,15江苏04,2015/5/25,104.4,2015/5/19,2025/5/19,3.41,402255e100000058
130165,15新疆01,2015/5/28,11.8,2015/5/22,2018/5/22,2.84,4022558d00000059
130166,15新疆02,2015/5/28,17.7,2015/5/22,2020/5/22,3.07,402255a50000005a
130167,15新疆03,2015/5/28,17.7,2015/5/22,2022/5/22,3.37,402255bd0000005b
130168,15新疆04,2015/5/28,11.8,2015/5/22,2025/5/22,3.41,402255e10000005c
130169,15湖北01,2015/6/3,20,2015/5/28,2018/5/28,2.85,4022558d0000005d
130170,15湖北02,2015/6/3,60,2015/5/28,2020/5/28,3.15,402255a50000005e
130171,15湖北03,2015/6/3,60,2015/5/28,2022/5/28,3.4,402255bd0000005f
130172,15湖北04,2015/6/3,60,2015/5/28,2025/5/28,3.45,402255e100000060
130173,15广西01,2015/6/4,40,2015/5/29,2018/5/29,2.86,4022558d00000061
130174,15广西02,2015/6/4,60,2015/5/29,2020/5/29,3.16,402255a500000062
130175,15广西03,2015/6/4,60,2015/5/29,2022/5/29,3.42,402255bd00000063
130176,15广西04,2015/6/4,40,2015/5/29,2025/5/29,3.47,402255e100000064
130177,15山东01,2015/6/5,72,2015/6/1,2018/6/1,2.87,4022558e00000065
130178,15山东02,2015/6/5,108,2015/6/1,2020/6/1,3.2,402255a600000066
130179,15山东03,2015/6/5,108,2015/6/1,2022/6/1,3.46,402255be00000067
130180,15山东04,2015/6/5,72,2015/6/1,2025/6/1,3.49,402255e200000068
130181,15重庆01,2015/6/9,40,2015/6/3,2018/6/3,2.9,4022558e00000069
130182,15重庆02,2015/6/9,79,2015/6/3,2020/6/3,3.26,402255a60000006a
130183,15重庆03,2015/6/9,80,2015/6/3,2022/6/3,3.55,402255be0000006b
130184,15重庆04,2015/6/9,66,2015/6/3,2025/6/3,3.57,402255e20000006c
130185,15贵州01,2015/6/11,68,2015/6/5,2018/6/5,2.91,4022558e0000006d
130186,15贵州02,2015/6/11,100,2015/6/5,2020/6/5,3.3,402255a60000006e
130187,15贵州03,2015/6/11,100,2015/6/5,2022/6/5,3.58,402255be0000006f
130188,15贵州04,2015/6/11,68,2015/6/5,2025/6/5,3.6,402255e200000070
130189,15安徽01,2015/6/12,63,2015/6/8,2018/6/8,2.9,4022558e00000071
130190,15安徽02,2015/6/12,93,2015/6/8,2020/6/8,3.29,402255a600000072
130191,15安徽03,2015/6/12,93,2015/6/8,2022/6/8,3.58,402255be00000073
130192,15安徽04,2015/6/12,63,2015/6/8,2025/6/8,3.61,402255e200000074
130193,15天津01,2015/6/15,15,2015/6/9,2018/6/9,2.89,4022558e00000075
130194,15天津02,2015/6/15,39,2015/6/9,2020/6/9,3.28,402255a600000076
130195,15天津03,2015/6/15,39,2015/6/9,2022/6/9,3.56,402255be00000077
130196,15天津04,2015/6/15,39,2015/6/9,2025/6/9,3.6,402255e200000078
130197,15湖北05,2015/6/16,36.4,2015/6/10,2018/6/10,2.88,4022558e00000079
130198,15湖北06,2015/6/16,109.2,2015/6/10,2020/6/10,3.26,402255a60000007a
130199,15湖北07,2015/6/16,109.2,2015/6/10,2022/6/10,3.54,402255be0000007b
130200,15湖北08,2015/6/16,109.2,2015/6/10,2025/6/10,3.6,402255e20000007c
130201,15浙江01,2015/6/16,40,2015/6/10,2018/6/10,2.88,4022558e0000007d
130202,15浙江02,2015/6/16,120,2015/6/10,2020/6/10,3.26,402255a60000007e
130203,15浙江03,2015/6/16,120,2015/6/10,2022/6/10,3.54,402255be0000007f
130204,15浙江04,2015/6/16,120,2015/6/10,2025/6/10,3.59,402255e200000080
130205,15河北01,2015/6/17,94,2015/6/11,2018/6/11,2.87,4022558e00000081
130206,15河北02,2015/6/17,141,2015/6/11,2020/6/11,3.25,402255a600000082
130207,15河北03,2015/6/17,141,2015/6/11,2022/6/11,3.53,402255be00000083
130208,15河北04,2015/6/17,94,2015/6/11,2025/6/11,3.58,402255e200000084
130209,15吉林01,2015/6/18,22.9,2015/6/12,2018/6/12,2.87,4022558e00000085
130210,15吉林02,2015/6/18,68.7,2015/6/12,2020/6/12,3.25,402255a600000086
130211,15吉林03,2015/6/18,68.7,2015/6/12,2022/6/12,3.52,402255be00000087
130212,15吉林04,2015/6/18,68.7,2015/6/12,2025/6/12,3.58,402255e200000088
130213,15山西01,2015/6/19,23,2015/6/15,2018/6/15,2.87,4022558e00000089
130214,15山西02,2015/6/19,48,2015/6/15,2020/6/15,3.25,402255a60000008a
130215,15山西03,2015/6/19,48,2015/6/15,2022/6/15,3.52,402255be0000008b
130216,15山西04,2015/6/19,48,2015/6/15,2025/6/15,3.58,402255e20000008c
130217,15河北Z1,2015/6/18,4.8,2015/6/12,2018/6/12,2.87,4022558e0000008d
130218,15河北Z2,2015/6/18,4.8,2015/6/12,2020/6/12,3.25,402255a60000008e
130219,15河北Z3,2015/6/18,6.4,2015/6/12,2022/6/12,3.52,402255be0000008f
130220,15广东01,2015/6/19,31,2015/6/15,2018/6/15,2.87,4022558e00000090
130221,15广东02,2015/6/19,93,2015/6/15,2020/6/15,3.25,402255a600000091
130222,15广东03,2015/6/19,93,2015/6/15,2022/6/15,3.52,402255be00000092
130223,15广东04,2015/6/19,93,2015/6/15,2025/6/15,3.58,402255e200000093
130224,15江西01,2015/6/23,41.7,2015/6/16,2018/6/16,2.88,4022558e00000094
130225,15江西02,2015/6/23,125.1,2015/6/16,2020/6/16,3.25,402255a600000095
130226,15江西03,2015/6/23,125.1,2015/6/16,2022/6/16,3.52,402255be00000096
130227,15江西04,2015/6/23,125.1,2015/6/16,2025/6/16,3.59,402255e200000097
130228,15宁夏01,2015/6/23,7,2015/6/16,2018/6/16,2.89,4022558e00000098
130229,15宁夏02,2015/6/23,21,2015/6/16,2020/6/16,3.25,402255a600000099
130230,15宁夏03,2015/6/23,21,2015/6/16,2022/6/16,3.52,402255be0000009a
130231,15宁夏04,2015/6/23,21,2015/6/16,2025/6/16,3.59,402255e20000009b
130232,15新疆05,2015/6/24,50.2,2015/6/17,2018/6/17,2.89,4022558e0000009c
130233,15新疆06,2015/6/24,75.3,2015/6/17,2020/6/17,3.26,402255a60000009d
130234,15新疆07,2015/6/24,75.3,2015/6/17,2022/6/17,3.54,402255be0000009e
130235,15新疆08,2015/6/24,50.2,2015/6/17,2025/6/17,3.61,402255e20000009f
130236,15四川01,2015/6/24,135,2015/6/17,2018/6/17,2.89,4022558e000000a0
130237,15四川02,2015/6/24,135,2015/6/17,2020/6/17,3.26,402255a6000000a1
130238,15四川03,2015/6/24,135,2015/6/17,2022/6/17,3.54,402255be000000a2
130239,15四川04,2015/6/24,45,2015/6/17,2025/6/17,3.62,402255e2000000a3
130240,15河南01,2015/6/26,43,2015/6/19,2018/6/19,2.92,4022558e000000a4
130241,15河南02,2015/6/26,127,2015/6/19,2020/6/19,3.27,402255a6000000a5
130242,15河南03,2015/6/26,127,2015/6/19,2022/6/19,3.55,402255be000000a6
130243,15河南04,2015/6/26,127,2015/6/19,2025/6/19,3.63,402255e2000000a7
130244,15辽宁01,2015/6/29,73,2015/6/23,2018/6/23,2.92,4022558e000000a8
130245,15辽宁02,2015/6/29,109,2015/6/23,2020/6/23,3.26,402255a6000000a9
130246,15辽宁03,2015/6/29,109,2015/6/23,2022/6/23,3.54,402255be000000aa
130247,15辽宁04,2015/6/29,73,2015/6/23,2025/6/23,3.62,402255e2000000ab
130248,15云南01,2015/6/29,46,2015/6/23,2018/6/23,2.92,4022558e000000ac
130249,15云南02,2015/6/29,80,2015/6/23,2020/6/23,3.26,402255a6000000ad
130250,15云南03,2015/6/29,80,2015/6/23,2022/6/23,3.54,402255be000000ae
130251,15云南04,2015/6/29,80,2015/6/23,2025/6/23,3.62,402255e2000000af
130252,15青岛01,2015/6/30,2.8,2015/6/24,2018/6/24,2.92,4022558e000000b0
130253,15青岛02,2015/6/30,8.4,2015/6/24,2020/6/24,3.24,402255a6000000b1
130254,15青岛03,2015/6/30,8.4,2015/6/24,2022/6/24,3.53,402255be000000b2
130255,15青岛04,2015/6/30,8.4,2015/6/24,2025/6/24,3.61,402255e2000000b3
130256,15海南01,2015/6/30,8.1,2015/6/24,2018/6/24,2.92,4022558e000000b4
130257,15海南02,2015/6/30,24.3,2015/6/24,2020/6/24,3.24,402255a6000000b5
130258,15海南03,2015/6/30,24.3,2015/6/24,2022/6/24,3.53,402255be000000b6
130259,15海南04,2015/6/30,24.3,2015/6/24,2025/6/24,3.61,402255e2000000b7
130260,15江苏Z1,2015/7/2,42.2787,2015/6/26,2020/6/26,3.21,402255a6000000b8
130261,15江苏Z2,2015/7/2,16.8,2015/6/26,2022/6/26,3.52,402255be000000b9
130262,15江苏Z3,2015/7/2,25.2,2015/6/26,2025/6/26,3.59,402255e2000000ba
130263,15陕西01,2015/7/6,18,2015/6/30,2018/6/30,2.87,4022558e000000bb
130264,15陕西02,2015/7/6,53,2015/6/30,2020/6/30,3.2,402255a6000000bc
130265,15陕西03,2015/7/6,53,2015/6/30,2022/6/30,3.53,402255be000000bd
130266,15陕西04,2015/7/6,53,2015/6/30,2025/6/30,3.6,402255e2000000be
130267,15山东05,2015/7/3,72.1159,2015/6/29,2018/6/29,2.87,4022558e000000bf
130268,15山东06,2015/7/3,107,2015/6/29,2020/6/29,3.2,402255a6000000c0
130269,15山东07,2015/7/3,107,2015/6/29,2022/6/29,3.52,402255be000000c1
130270,15山东08,2015/7/3,71,2015/6/29,2025/6/29,3.59,402255e2000000c2
130271,15大连01,2015/7/9,12.7,2015/7/3,2018/7/3,2.88,4022558f000000c3
130272,15大连02,2015/7/9,19,2015/7/3,2020/7/3,3.21,402255a7000000c4
130273,15大连03,2015/7/9,19,2015/7/3,2022/7/3,3.54,402255bf000000c5
130274,15大连04,2015/7/9,12.6,2015/7/3,2025/7/3,3.6,402255e3000000c6
130275,15大连Z1,2015/7/9,1.7,2015/7/3,2018/7/3,2.88,4022558f000000c7
130276,15大连Z2,2015/7/9,2.4,2015/7/3,2020/7/3,3.21,402255a7000000c8
130277,15大连Z3,2015/7/9,2.4,2015/7/3,2022/7/3,3.54,402255bf000000c9
130278,15大连Z4,2015/7/9,1.6,2015/7/3,2025/7/3,3.6,402255e3000000ca
130279,15贵州05,2015/7/10,80,2015/7/6,2018/7/6,2.88,4022558f000000cb
130280,15贵州06,2015/7/10,120,2015/7/6,2020/7/6,3.2,402255a7000000cc
130281,15贵州07,2015/7/10,120,2015/7/6,2022/7/6,3.54,402255bf000000cd
130282,15贵州08,2015/7/10,80,2015/7/6,2025/7/6,3.61,402255e3000000ce
130283,15内蒙01,2015/7/10,44,2015/7/6,2018/7/6,2.88,4022558f000000cf
130284,15内蒙02,2015/7/10,88,2015/7/6,2020/7/6,3.2,402255a7000000d0
130285,15内蒙03,2015/7/10,88,2015/7/6,2022/7/6,3.54,402255bf000000d1
130286,15内蒙04,2015/7/10,74,2015/7/6,2025/7/6,3.61,402255e3000000d2
130287,15新疆Z1,2015/7/13,6.6,2015/7/7,2018/7/7,2.89,4022558f000000d3
130288,15新疆Z2,2015/7/13,9.9,2015/7/7,2020/7/7,3.19,402255a7000000d4
130289,15新疆Z3,2015/7/13,9.9,2015/7/7,2022/7/7,3.54,402255bf000000d5
130290,15新疆Z4,2015/7/13,6.6,2015/7/7,2025/7/7,3.6,402255e3000000d6
130291,15北京01,2015/7/14,28,2015/7/8,2018/7/8,2.88,4022558f000000d7
130292,15北京02,2015/7/14,84,2015/7/8,2020/7/8,3.17,402255a7000000d8
130293,15北京03,2015/7/14,84,2015/7/8,2022/7/8,3.52,402255bf000000d9
130294,15北京04,2015/7/14,84,2015/7/8,2025/7/8,3.58,402255e3000000da
130295,15四川05,2015/7/14,150,2015/7/8,2018/7/8,2.89,4022558f000000db
130296,15四川06,2015/7/14,150,2015/7/8,2020/7/8,3.18,402255a7000000dc
130297,15四川07,2015/7/14,150,2015/7/8,2022/7/8,3.53,402255bf000000dd
130298,15四川08,2015/7/14,50,2015/7/8,2025/7/8,3.6,402255e3000000de
130299,15甘肃01,2015/7/16,20,2015/7/10,2018/7/10,2.85,4022558f000000df
130300,15甘肃02,2015/7/16,60,2015/7/10,2020/7/10,3.14,402255a7000000e0
130301,15甘肃03,2015/7/16,60,2015/7/10,2022/7/10,3.48,402255bf000000e1
130302,15甘肃04,2015/7/16,60,2015/7/10,2025/7/10,3.51,402255e3000000e2
130303,15青海01,2015/7/17,28,2015/7/13,2018/7/13,2.84,4022558f000000e3
130304,15青海02,2015/7/17,40,2015/7/13,2020/7/13,3.13,402255a7000000e4
130305,15青海03,2015/7/17,40,2015/7/13,2022/7/13,3.46,402255bf000000e5
130306,15青海04,2015/7/17,45,2015/7/13,2025/7/13,3.47,402255e3000000e6
130307,15宁波01,2015/7/17,29.2,2015/7/13,2018/7/13,2.84,4022558f000000e7
130308,15宁波02,2015/7/17,44.1,2015/7/13,2020/7/13,3.13,402255a7000000e8
130309,15宁波03,2015/7/17,29.9,2015/7/13,2022/7/13,3.46,402255bf000000e9
130310,15宁波04,2015/7/17,43.8,2015/7/13,2025/7/13,3.47,402255e3000000ea
130311,15宁波Z1,2015/7/17,14.2,2015/7/13,2018/7/13,2.84,4022558f000000eb
130312,15宁波Z2,2015/7/17,15,2015/7/13,2020/7/13,3.13,402255a7000000ec
130313,15宁波Z3,2015/7/17,12.2,2015/7/13,2022/7/13,3.46,402255bf000000ed
130314,15宁波Z4,2015/7/17,16.9,2015/7/13,2025/7/13,3.47,402255e3000000ee
130315,15广东Z1,2015/7/20,27.5,2015/7/14,2020/7/14,3.12,402255a7000000ef
130316,15广东Z2,2015/7/20,11,2015/7/14,2022/7/14,3.45,402255bf000000f0
130317,15广东Z3,2015/7/20,16.5,2015/7/14,2025/7/14,3.46,402255e3000000f1
130318,15福建01,2015/7/21,11.6,2015/7/15,2018/7/15,2.83,4022558f000000f2
130319,15福建02,2015/7/21,34.8,2015/7/15,2020/7/15,3.13,402255a7000000f3
130320,15福建03,2015/7/21,34.8,2015/7/15,2022/7/15,3.45,402255bf000000f4
130321,15福建04,2015/7/21,34.8,2015/7/15,2025/7/15,3.46,402255e3000000f5
130322,15湖南01,2015/7/23,44,2015/7/17,2018/7/17,2.83,4022558f000000f6
130323,15湖南02,2015/7/23,126,2015/7/17,2020/7/17,3.14,402255a7000000f7
130324,15湖南03,2015/7/23,126,2015/7/17,2022/7/17,3.48,402255bf000000f8
130325,15湖南04,2015/7/23,126,2015/7/17,2025/7/17,3.5,402255e3000000f9
130326,15湖北09,2015/7/24,21.1,2015/7/20,2018/7/20,2.84,4022558f000000fa
130327,15湖北10,2015/7/24,63.3,2015/7/20,2020/7/20,3.15,402255a7000000fb
130328,15湖北11,2015/7/24,63.3,2015/7/20,2022/7/20,3.49,402255bf000000fc
130329,15湖北12,2015/7/24,63.3,2015/7/20,2025/7/20,3.52,402255e3000000fd
130330,15湖北Z1,2015/7/24,2.3,2015/7/20,2018/7/20,2.84,4022558f000000fe
130331,15湖北Z2,2015/7/24,9.2,2015/7/20,2020/7/20,3.17,402255a7000000ff
130332,15湖北Z3,2015/7/24,4.6,2015/7/20,2022/7/20,3.59,402255bf00000100
130333,15湖北Z4,2015/7/24,6.9,2015/7/20,2025/7/20,3.62,402255e300000101
130334,15广西05,2015/7/24,58.2774,2015/7/20,2018/7/20,2.84,4022558f00000102
130335,15广西06,2015/7/24,85,2015/7/20,2020/7/20,3.15,402255a700000103
130336,15广西07,2015/7/24,85,2015/7/20,2022/7/20,3.49,402255bf00000104
130337,15广西08,2015/7/24,56,2015/7/20,2025/7/20,3.52,402255e300000105
130338,15广西Z1,2015/7/24,6.5,2015/7/20,2020/7/20,3.15,402255a700000106
130339,15广西Z2,2015/7/24,6.5,2015/7/20,2022/7/20,3.49,402255bf00000107
130340,15广东05,2015/7/28,25.9,2015/7/22,2018/7/22,2.85,4022558f00000108
130341,15广东06,2015/7/28,77.7,2015/7/22,2020/7/22,3.16,402255a700000109
130342,15广东07,2015/7/28,77.7,2015/7/22,2022/7/22,3.49,402255bf0000010a
130343,15广东08,2015/7/28,77.7,2015/7/22,2025/7/22,3.53,402255e30000010b
130344,15山东Z1,2015/7/31,90.0564,2015/7/27,2020/7/27,3.16,402255a70000010c
130345,15山东Z2,2015/7/31,36,2015/7/27,2022/7/27,3.46,402255bf0000010d
130346,15山东Z3,2015/7/31,54,2015/7/27,2025/7/27,3.5,402255e30000010e
130347,15福建Z1,2015/7/31,85.5,2015/7/27,2020/7/27,3.16,402255a70000010f
130348,15福建Z2,2015/7/31,85.5,2015/7/27,2025/7/27,3.5,402255e300000110
130349,15福建05,2015/7/31,8,2015/7/27,2018/7/27,2.84,4022558f00000111
130350,15福建06,2015/7/31,24,2015/7/27,2020/7/27,3.16,402255a700000112
130351,15福建07,2015/7/31,24,2015/7/27,2022/7/27,3.46,402255bf00000113
130352,15福建08,2015/7/31,24,2015/7/27,2025/7/27,3.5,402255e300000114
130353,15黑龙01,2015/8/3,45.5,2015/7/28,2018/7/28,2.85,4022558f00000115
130354,15黑龙02,2015/8/3,54.6,2015/7/28,2020/7/28,3.17,402255a700000116
130355,15黑龙03,2015/8/3,28,2015/7/28,2022/7/28,3.45,402255bf00000117
130356,15黑龙04,2015/8/3,54,2015/7/28,2025/7/28,3.5,402255e300000118
130357,15黑龙Z1,2015/8/3,17.9,2015/7/28,2020/7/28,3.16,402255a700000119
130358,15黑龙Z2,2015/8/3,6.8,2015/7/28,2022/7/28,3.45,402255bf0000011a
130359,15黑龙Z3,2015/8/3,11,2015/7/28,2025/7/28,3.49,402255e30000011b
130360,15云南Z1,2015/8/3,13,2015/7/28,2018/7/28,2.84,4022558f0000011c
130361,15云南Z2,2015/8/3,13,2015/7/28,2020/7/28,3.16,402255a70000011d
130362,15云南Z3,2015/8/3,13,2015/7/28,2022/7/28,3.45,402255bf0000011e
130363,15云南Z4,2015/8/3,8,2015/7/28,2025/7/28,3.49,402255e30000011f
130364,15重庆05,2015/8/11,62.29,2015/8/5,2018/8/5,2.88,4022559000000120
130365,15重庆06,2015/8/11,116,2015/8/5,2020/8/5,3.19,402255a800000121
130366,15重庆07,2015/8/11,116,2015/8/5,2022/8/5,3.44,402255c000000122
130367,15重庆08,2015/8/11,97,2015/8/5,2025/8/5,3.47,402255e400000123
130368,15重庆Z1,2015/8/11,13,2015/8/5,2020/8/5,3.19,402255a800000124
130369,15重庆Z2,2015/8/11,12,2015/8/5,2025/8/5,3.47,402255e400000125
130370,15新疆09,2015/8/13,7.4,2015/8/7,2018/8/7,2.88,4022559000000126
130371,15新疆10,2015/8/13,11.1,2015/8/7,2020/8/7,3.19,402255a800000127
130372,15新疆11,2015/8/13,11.1,2015/8/7,2022/8/7,3.45,402255c000000128
130373,15新疆12,2015/8/13,7.4,2015/8/7,2025/8/7,3.47,402255e400000129
130374,15新疆Z5,2015/8/13,2.4,2015/8/7,2018/8/7,2.88,402255900000012a
130375,15新疆Z6,2015/8/13,3.6,2015/8/7,2020/8/7,3.19,402255a80000012b
130376,15新疆Z7,2015/8/13,3.6,2015/8/7,2022/8/7,3.45,402255c00000012c
130377,15新疆Z8,2015/8/13,2.4,2015/8/7,2025/8/7,3.47,402255e40000012d
130378,15上海01,2015/8/13,38.5,2015/8/7,2018/8/7,2.88,402255900000012e
130379,15上海02,2015/8/13,116.1,2015/8/7,2020/8/7,3.19,402255a80000012f
130380,15上海03,2015/8/13,116.1,2015/8/7,2022/8/7,3.45,402255c000000130
130381,15上海04,2015/8/13,116.1,2015/8/7,2025/8/7,3.47,402255e400000131
130382,15上海Z1,2015/8/13,47,2015/8/7,2020/8/7,3.19,402255a800000132
130383,15上海Z2,2015/8/13,47,2015/8/7,2025/8/7,3.47,402255e400000133
130384,15辽宁05,2015/8/14,68,2015/8/10,2018/8/10,3.17,4022559000000134
130385,15辽宁06,2015/8/14,68,2015/8/10,2020/8/10,3.48,402255a800000135
130386,15辽宁07,2015/8/14,68,2015/8/10,2022/8/10,3.75,402255c000000136
130387,15辽宁08,2015/8/14,24.7161,2015/8/10,2025/8/10,3.67,402255e400000137
130388,15辽宁Z1,2015/8/14,5.5,2015/8/10,2020/8/10,3.48,402255a800000138
