地方债简称,地方债代码,到期日,UK
新疆15Z9,109488,2018/9/16,401255910000026f
广西1509,109489,2018/9/16,4.01256E+15
广西1510,109490,2020/9/16,401255a900000271
广西1511,109491,2022/9/16,401255c100000272
广西1512,109492,2025/9/16,401255e500000273
广西15Z3,109493,2020/9/16,401255a900000274
新疆1517,109494,2020/9/16,401255a900000275
新疆1518,109495,2022/9/16,401255c100000276
新疆1519,109496,2025/9/16,401255e500000277
广西15Z4,109497,2022/9/16,401255c100000278
浙江1505,109498,2018/9/18,4.01256E+15
浙江1506,109499,2020/9/18,401255a90000027a
浙江1507,109500,2022/9/18,401255c10000027b
浙江1508,109501,2025/9/18,401255e50000027c
浙江15Z1,109502,2018/9/18,401255910000027d
浙江15Z3,109503,2022/9/18,401255c10000027e
浙江15Z4,109504,2025/9/18,401255e50000027f
浙江15Z2,109505,2020/9/18,401255a900000280
贵州1509,109506,2018/9/21,4.01256E+15
贵州1510,109507,2020/9/21,401255a900000282
贵州1511,109508,2022/9/21,401255c100000283
贵州1512,109509,2025/9/21,401255e500000284
河北15Z4,109510,2018/9/21,4.01256E+15
河北15Z5,109511,2020/9/21,401255a900000286
河北1505,109512,2018/9/18,4.01256E+15
河北1506,109513,2020/9/18,401255a900000288
河北1507,109514,2022/9/18,401255c100000289
河北1508,109515,2025/9/18,401255e50000028a
云南1505,109516,2018/9/22,401255910000028b
云南1506,109517,2020/9/22,401255a90000028c
云南1507,109518,2022/9/22,401255c10000028d
云南1508,109519,2025/9/22,401255e50000028e
云南15Z5,109520,2018/9/22,401255910000028f
云南15Z6,109521,2020/9/22,401255a900000290
云南15Z7,109522,2022/9/22,401255c100000291
云南15Z8,109523,2025/9/22,401255e500000292
福建1509,109524,2018/9/23,4.01256E+15
福建1510,109525,2020/9/23,401255a900000294
福建1511,109526,2022/9/23,401255c100000295
福建1512,109527,2025/9/23,401255e500000296
福建15Z3,109528,2020/9/23,401255a900000297
福建15Z4,109529,2025/9/23,401255e500000298
青海1509,109530,2018/9/25,4.01256E+15
青海1510,109531,2020/9/25,401255a90000029a
青海1511,109532,2022/9/25,401255c10000029b
青海1512,109533,2025/9/25,401255e50000029c
四川1509,109534,2018/10/10,401255920000029d
四川1510,109535,2020/10/10,401255aa0000029e
四川1511,109536,2022/10/10,401255c20000029f
四川1512,109537,2025/10/10,401255e6000002a0
广东15Z4,109538,2020/10/12,401255aa000002a1
广东15Z5,109539,2022/10/12,401255c2000002a2
广东15Z6,109540,2025/10/12,401255e6000002a3
广东1509,109541,2018/10/12,40125592000002a4
广东1510,109542,2020/10/12,401255aa000002a5
广东1511,109543,2022/10/12,401255c2000002a6
广东1512,109544,2025/10/12,401255e6000002a7
海南15Z1,109545,2020/10/14,401255aa000002a8
海南15Z2,109546,2022/10/14,401255c2000002a9
海南15Z3,109547,2025/10/14,401255e6000002aa
海南1505,109548,2018/10/14,40125592000002ab
海南1506,109549,2020/10/14,401255aa000002ac
海南1507,109550,2022/10/14,401255c2000002ad
海南1508,109551,2025/10/14,401255e6000002ae
湖北1513,109552,2018/10/10,40125592000002af
湖北1514,109553,2020/10/10,401255aa000002b0
湖北1515,109554,2022/10/10,401255c2000002b1
湖北1516,109555,2025/10/10,401255e6000002b2
湖北15Z5,109556,2018/10/10,40125592000002b3
湖北15Z6,109557,2020/10/10,401255aa000002b4
湖北15Z7,109558,2022/10/10,401255c2000002b5
湖北15Z8,109559,2025/10/10,401255e6000002b6
浙江1509,109560,2018/10/16,40125592000002b7
浙江1510,109561,2020/10/16,401255aa000002b8
浙江1511,109562,2022/10/16,401255c2000002b9
浙江1512,109563,2025/10/16,401255e6000002ba
浙江15Z5,109564,2018/10/16,40125592000002bb
浙江15Z6,109565,2020/10/16,401255aa000002bc
浙江15Z7,109566,2022/10/16,401255c2000002bd
浙江15Z8,109567,2025/10/16,401255e6000002be
江西15Z1,109568,2018/10/21,40125592000002bf
江西15Z2,109569,2020/10/21,401255aa000002c0
江西15Z3,109570,2022/10/21,401255c2000002c1
江西15Z4,109571,2025/10/21,401255e6000002c2
江西1505,109572,2018/10/21,40125592000002c3
江西1506,109573,2020/10/21,401255aa000002c4
江西1507,109574,2022/10/21,401255c2000002c5
江西1508,109575,2025/10/21,401255e6000002c6
江西15Z5,109576,2018/10/21,40125592000002c7
江西15Z6,109577,2020/10/21,401255aa000002c8
江西15Z7,109578,2022/10/21,401255c2000002c9
江西15Z8,109579,2025/10/21,401255e6000002ca
甘肃15Z3,109580,2020/10/21,401255aa000002cb
甘肃15Z4,109581,2025/10/21,401255e6000002cc
甘肃1509,109582,2018/10/21,40125592000002cd
甘肃1510,109583,2020/10/21,401255aa000002ce
甘肃1511,109584,2022/10/21,401255c2000002cf
甘肃1512,109585,2025/10/21,401255e6000002d0
上海1505,109586,2020/10/26,401255aa000002d1
上海1506,109587,2022/10/26,401255c2000002d2
上海1507,109588,2025/10/26,401255e6000002d3
上海15Z3,109589,2018/10/26,40125592000002d4
上海15Z4,109590,2020/10/26,401255aa000002d5
上海15Z5,109591,2022/10/26,401255c2000002d6
上海15Z6,109592,2025/10/26,401255e6000002d7
四川15Z1,109593,2018/10/27,40125592000002d8
四川15Z2,109594,2020/10/27,401255aa000002d9
四川15Z3,109595,2022/10/27,401255c2000002da
四川15Z4,109596,2025/10/27,401255e6000002db
福建1513,109597,2018/10/28,40125592000002dc
福建1514,109598,2020/10/28,401255aa000002dd
福建1515,109599,2022/10/28,401255c2000002de
福建1516,109600,2025/10/28,401255e6000002df
福建15Z5,109601,2020/10/28,401255aa000002e0
福建15Z6,109602,2025/10/28,401255e6000002e1
福建15Z7,109603,2020/10/28,401255aa000002e2
福建15Z8,109604,2025/10/28,401255e6000002e3
安徽1510,109605,2018/10/28,4.01256E+17
安徽1511,109606,2020/10/28,401255aa000002e5
安徽1512,109607,2022/10/28,401255c2000002e6
安徽1513,109608,2025/10/28,401255e6000002e7
安徽15Z3,109609,2020/10/28,401255aa000002e8
安徽15Z4,109610,2025/10/28,401255e6000002e9
宁夏15Z5,109611,2022/10/30,401255c2000002ea
宁夏15Z6,109612,2025/10/30,401255e6000002eb
宁夏1509,109613,2018/10/30,40125592000002ec
宁夏1510,109614,2020/10/30,401255aa000002ed
宁夏1511,109615,2022/10/30,401255c2000002ee
宁夏1512,109616,2025/10/30,401255e6000002ef
宁夏15Z1,109617,2018/10/30,40125592000002f0
宁夏15Z2,109618,2020/10/30,401255aa000002f1
宁夏15Z3,109619,2022/10/30,401255c2000002f2
宁夏15Z4,109620,2025/10/30,401255e6000002f3
天津15Z4,109621,2020/10/30,401255aa000002f4
天津15Z5,109622,2022/10/30,401255c2000002f5
天津15Z6,109623,2025/10/30,401255e6000002f6
天津1509,109624,2018/10/30,40125592000002f7
天津1510,109625,2020/10/30,401255aa000002f8
天津1511,109626,2022/10/30,401255c2000002f9
天津1512,109627,2025/10/30,401255e6000002fa
广东1513,109628,2018/11/3,40125593000002fb
广东1514,109629,2020/11/3,401255ab000002fc
广东1515,109630,2022/11/3,401255c3000002fd
广东1516,109631,2025/11/3,401255e7000002fe
山西15Z1,109632,2020/11/4,401255ab000002ff
山西15Z2,109633,2025/11/4,401255e700000300
山西1505,109634,2018/11/4,4.01256E+15
山西1506,109635,2020/11/4,401255ab00000302
山西1507,109636,2022/11/4,401255c300000303
山西1508,109637,2025/11/4,401255e700000304
河南1509,109638,2018/11/4,4.01256E+15
河南1510,109639,2020/11/4,401255ab00000306
河南1511,109640,2022/11/4,401255c300000307
河南1512,109641,2025/11/4,401255e700000308
河南15Z5,109642,2018/11/4,4.01256E+15
河南15Z6,109643,2020/11/4,401255ab0000030a
河南15Z7,109644,2022/11/4,401255c30000030b
河南15Z8,109645,2025/11/4,401255e70000030c
云南1509,109646,2018/11/9,401255930000030d
云南1510,109647,2020/11/9,401255ab0000030e
云南1511,109648,2022/11/9,401255c30000030f
云南1512,109649,2025/11/9,401255e700000310
云南15Z9,109650,2018/11/9,4.01256E+15
云南1513,109651,2020/11/9,401255ab00000312
云南1514,109652,2022/11/9,401255c300000313
云南1515,109653,2025/11/9,401255e700000314
内蒙15Z5,109654,2018/11/10,4.01256E+15
内蒙15Z6,109655,2020/11/10,401255ab00000316
内蒙15Z7,109656,2022/11/10,401255c300000317
内蒙15Z8,109657,2025/11/10,401255e700000318
内蒙1509,109658,2018/11/10,4.01256E+15
内蒙1510,109659,2020/11/10,401255ab0000031a
内蒙1511,109660,2022/11/10,401255c30000031b
内蒙1512,109661,2025/11/10,401255e70000031c
厦门1505,109662,2018/11/11,401255930000031d
厦门1506,109663,2020/11/11,401255ab0000031e
厦门1507,109664,2022/11/11,401255c30000031f
厦门1508,109665,2025/11/11,401255e700000320
厦门15Z3,109666,2020/11/11,401255ab00000321
厦门15Z4,109667,2025/11/11,401255e700000322
宁波15Z5,109668,2018/11/11,4.01256E+15
宁波15Z6,109669,2020/11/11,401255ab00000324
宁波15Z7,109670,2022/11/11,401255c300000325
宁波15Z8,109671,2025/11/11,401255e700000326
贵州15Z1,109672,2018/11/6,4.01256E+15
贵州15Z2,109673,2020/11/6,401255ab00000328
贵州15Z3,109674,2022/11/6,401255c300000329
贵州15Z4,109675,2025/11/6,401255e70000032a
江苏1509,109676,2018/11/6,401255930000032b
江苏1510,109677,2020/11/6,401255ab0000032c
江苏1511,109678,2022/11/6,401255c30000032d
江苏1512,109679,2025/11/6,401255e70000032e
江苏15Z8,109680,2018/11/6,401255930000032f
江苏15Z9,109681,2020/11/6,401255ab00000330
江苏1513,109682,2022/11/6,401255c300000331
江苏1514,109683,2025/11/6,401255e700000332
陕西1510,109684,2020/11/13,401255ab00000333
陕西1511,109685,2022/11/13,401255c300000334
陕西1512,109686,2025/11/13,401255e700000335
陕西15Z9,109687,2018/11/13,4.01256E+15
陕西1513,109688,2020/11/13,401255ab00000337
陕西1514,109689,2022/11/13,401255c300000338
陕西1515,109690,2025/11/13,401255e700000339
陕西1509,109691,2018/11/13,401255930000033a
龙江1505,109692,2018/11/16,401255930000033b
龙江1506,109693,2020/11/16,401255ab0000033c
龙江1507,109694,2022/11/16,401255c30000033d
龙江1508,109695,2025/11/16,401255e70000033e
龙江15Z4,109696,2020/11/16,401255ab0000033f
龙江15Z5,109697,2022/11/16,401255c300000340
宁波1505,109698,2018/11/11,4.01256E+15
宁波1506,109699,2020/11/11,401255ab00000342
宁波1507,109700,2022/11/11,401255c300000343
宁波1508,109701,2025/11/11,401255e700000344
大连15Z5,109702,2018/11/18,4.01256E+15
大连15Z6,109703,2020/11/18,401255ab00000346
大连15Z7,109704,2022/11/18,401255c300000347
大连15Z8,109705,2025/11/18,401255e700000348
大连1505,109706,2018/11/18,4.01256E+15
大连1506,109707,2020/11/18,401255ab0000034a
大连1507,109708,2022/11/18,401255c30000034b
大连1508,109709,2025/11/18,401255e70000034c
吉林1505,109710,2018/11/20,401255930000034d
吉林1506,109711,2020/11/20,401255ab0000034e
吉林1507,109712,2022/11/20,401255c30000034f
吉林1508,109713,2025/11/20,401255e700000350
吉林15Z1,109714,2020/11/20,401255ab00000351
吉林15Z2,109715,2025/11/20,401255e700000352
吉林15Z3,109716,2020/11/20,401255ab00000353
吉林15Z4,109717,2025/11/20,401255e700000354
北京1505,109718,2018/11/20,4.01256E+15
北京1506,109719,2020/11/20,401255ab00000356
北京1507,109720,2022/11/20,401255c300000357
北京1508,109721,2025/11/20,401255e700000358
北京15Z5,109722,2018/11/20,4.01256E+15
北京15Z6,109723,2020/11/20,401255ab0000035a
北京15Z7,109724,2022/11/20,401255c30000035b
北京15Z8,109725,2025/11/20,401255e70000035c
北京15Z9,109726,2022/11/20,401255c30000035d
湖南1505,109727,2018/11/23,401255930000035e
湖南1506,109728,2020/11/23,401255ab0000035f
湖南1507,109729,2022/11/23,401255c300000360
湖南1508,109730,2025/11/23,401255e700000361
上海1508,109731,2018/11/25,4.01256E+15
上海1509,109732,2020/11/25,401255ab00000363
贵州15Z8,109733,2025/11/27,401255e700000364
贵州15Z5,109734,2018/11/27,4.01256E+15
贵州15Z6,109735,2020/11/27,401255ab00000366
贵州15Z7,109736,2022/11/27,401255c300000367
贵州1513,109737,2018/11/27,4.01256E+15
贵州1514,109738,2020/11/27,401255ab00000369
贵州1515,109739,2022/11/27,401255c30000036a
贵州1516,109740,2025/11/27,401255e70000036b
山东1513,109741,2018/11/27,401255930000036c
山东1514,109742,2020/11/27,401255ab0000036d
山东1515,109743,2022/11/27,401255c30000036e
山东1516,109744,2025/11/27,401255e70000036f
浙江1513,109745,2018/11/30,4.01256E+15
浙江1514,109746,2020/11/30,401255ab00000371
浙江1515,109747,2022/11/30,401255c300000372
浙江1516,109748,2025/11/30,401255e700000373
福建1517,109749,2018/12/4,4.01256E+15
福建1518,109750,2020/12/4,401255ac00000375
福建1519,109751,2022/12/4,401255c400000376
福建1520,109752,2025/12/4,401255e800000377
福建15Z9,109753,2020/12/4,401255ac00000378
福建1521,109754,2025/12/4,401255e800000379
青岛1509,109755,2018/12/4,401255940000037a
青岛1510,109756,2020/12/4,401255ac0000037b
青岛1511,109757,2022/12/4,401255c40000037c
青岛1512,109758,2025/12/4,401255e80000037d
内蒙1513,109759,2018/12/7,401255940000037e
内蒙1514,109760,2020/12/7,401255ac0000037f
内蒙1515,109761,2022/12/7,401255c400000380
内蒙1516,109762,2025/12/7,401255e800000381
内蒙15Z9,109763,2020/12/7,401255ac00000382
内蒙1517,109764,2022/12/7,401255c400000383
辽宁1509,109765,2018/12/9,4.01256E+15
辽宁1510,109766,2020/12/9,401255ac00000385
辽宁1511,109767,2022/12/9,401255c400000386
辽宁1512,109768,2025/12/9,401255e800000387
甘肃1513,109769,2018/12/11,4.01256E+15
甘肃1514,109770,2020/12/11,401255ac00000389
甘肃1515,109771,2022/12/11,401255c40000038a
甘肃1516,109772,2025/12/11,401255e80000038b
山西1509,109773,2018/12/16,401255940000038c
山西1510,109774,2020/12/16,401255ac0000038d
山西1511,109775,2022/12/16,401255c40000038e
山西1512,109776,2025/12/16,401255e80000038f
贵州1517,109777,2018/12/24,4.01256E+15
贵州1518,109778,2020/12/24,401255ac00000391
贵州1519,109779,2022/12/24,401255c400000392
贵州1520,109780,2025/12/24,401255e800000393
湖北1601,109781,2019/2/19,4.01256E+15
湖北1602,109782,2021/2/19,401255ae00000395
湖北1603,109783,2023/2/19,401255c600000396
湖北1604,109784,2026/2/19,401255ea00000397
广东16Z1,109785,2021/2/24,401255ae00000398
广东16Z2,109786,2023/2/24,401255c600000399
广东16Z3,109787,2026/2/24,401255ea0000039a
广东1601,109788,2019/3/2,401255970000039b
广东1603,109789,2023/3/2,401255c70000039c
广东1604,109790,2026/3/2,401255eb0000039d
广东1602,109791,2021/3/2,401255af0000039e
浙江1601,109792,2019/3/11,401255970000039f
浙江1602,109793,2021/3/11,401255af000003a0
浙江1603,109794,2023/3/11,401255c7000003a1
浙江1604,109795,2026/3/11,401255eb000003a2
山东1601,109796,2019/3/11,40125597000003a3
山东1602,109797,2021/3/11,401255af000003a4
山东1603,109798,2023/3/11,401255c7000003a5
山东1604,109799,2026/3/11,401255eb000003a6
山东16Z1,109800,2019/3/11,40125597000003a7
山东16Z2,109801,2021/3/11,401255af000003a8
山东16Z3,109802,2023/3/11,401255c7000003a9
山东16Z4,109803,2026/3/11,401255eb000003aa
内蒙1601,109804,2019/3/14,40125597000003ab
内蒙1602,109805,2021/3/14,401255af000003ac
内蒙1603,109806,2023/3/14,401255c7000003ad
内蒙1604,109807,2026/3/14,401255eb000003ae
江苏1601,109808,2019/3/16,40125597000003af
江苏1602,109809,2021/3/16,401255af000003b0
江苏1603,109810,2023/3/16,401255c7000003b1
江苏1604,109811,2026/3/16,401255eb000003b2
江苏16Z1,109812,2019/3/16,40125597000003b3
江苏16Z2,109813,2021/3/16,401255af000003b4
江苏16Z3,109814,2023/3/16,401255c7000003b5
江苏16Z4,109815,2026/3/16,401255eb000003b6
重庆16Z1,109816,2021/3/18,401255af000003b7
重庆16Z2,109817,2023/3/18,401255c7000003b8
重庆1601,109818,2019/3/18,40125597000003b9
重庆1602,109819,2021/3/18,401255af000003ba
重庆1603,109820,2023/3/18,401255c7000003bb
重庆1604,109821,2026/3/18,401255eb000003bc
天津1601,109822,2019/3/21,40125597000003bd
天津1602,109823,2021/3/21,401255af000003be
天津16Z1,109824,2021/3/21,401255af000003bf
天津16Z2,109825,2023/3/21,401255c7000003c0
天津16Z3,109826,2026/3/21,401255eb000003c1
云南1601,109827,2023/3/22,401255c7000003c2
云南1602,109828,2026/3/22,401255eb000003c3
云南16Z1,109829,2023/3/22,401255c7000003c4
云南16Z2,109830,2026/3/22,401255eb000003c5
新疆1601,109831,2019/3/23,40125597000003c6
新疆1602,109832,2021/3/23,401255af000003c7
新疆1603,109833,2023/3/23,401255c7000003c8
新疆1604,109834,2026/3/23,401255eb000003c9
宁夏1601,109835,2019/3/25,40125597000003ca
宁夏1602,109836,2021/3/25,401255af000003cb
宁夏1603,109837,2023/3/25,401255c7000003cc
江西1601,109838,2019/3/25,40125597000003cd
江西1602,109839,2021/3/25,401255af000003ce
江西1603,109840,2023/3/25,401255c7000003cf
江西1604,109841,2026/3/25,401255eb000003d0
江西16Z1,109842,2019/3/25,40125597000003d1
江西16Z2,109843,2021/3/25,401255af000003d2
江西16Z3,109844,2023/3/25,401255c7000003d3
江西16Z4,109845,2026/3/25,401255eb000003d4
广西16Z1,109846,2021/3/28,401255af000003d5
广西16Z2,109847,2023/3/28,401255c7000003d6
广西1601,109848,2019/3/28,40125597000003d7
广西1602,109849,2021/3/28,401255af000003d8
广西1603,109850,2023/3/28,401255c7000003d9
广西1604,109851,2026/3/28,401255eb000003da
辽宁1601,109852,2019/3/29,40125597000003db
辽宁1602,109853,2021/3/29,401255af000003dc
辽宁1603,109854,2023/3/29,401255c7000003dd
辽宁1604,109855,2026/3/29,401255eb000003de
四川1601,109856,2019/3/29,40125597000003df
四川1602,109857,2021/3/29,401255af000003e0
四川1603,109858,2023/3/29,401255c7000003e1
四川1604,109859,2026/3/29,401255eb000003e2
宁夏1604,109860,2026/3/25,401255eb000003e3
安徽1601,109861,2019/4/1,4.01256E+17
安徽1602,109862,2021/4/1,401255b0000003e5
安徽1603,109863,2023/4/1,401255c8000003e6
安徽1604,109864,2026/4/1,401255ec000003e7
青海1601,109865,2019/4/1,4.01256E+21
青海1602,109866,2021/4/1,401255b0000003e9
青海1603,109867,2023/4/1,401255c8000003ea
青海1604,109868,2026/4/1,401255ec000003eb
广东1605,109869,2019/4/6,40125598000003ec
广东1606,109870,2021/4/6,401255b0000003ed
广东1607,109871,2023/4/6,401255c8000003ee
广东1608,109872,2026/4/6,401255ec000003ef
广东16Z4,109873,2021/4/6,401255b0000003f0
广东16Z5,109874,2023/4/6,401255c8000003f1
广东16Z6,109875,2026/4/6,401255ec000003f2
广西1605,109876,2019/4/7,40125598000003f3
广西1606,109877,2021/4/7,401255b0000003f4
广西1607,109878,2023/4/7,401255c8000003f5
广西1608,109879,2026/4/7,401255ec000003f6
贵州16Z1,109880,2019/4/8,40125598000003f7
贵州16Z2,109881,2021/4/8,401255b0000003f8
贵州16Z3,109882,2023/4/8,401255c8000003f9
贵州16Z4,109883,2026/4/8,401255ec000003fa
贵州1601,109884,2019/4/8,40125598000003fb
贵州1602,109885,2021/4/8,401255b0000003fc
贵州1603,109886,2023/4/8,401255c8000003fd
贵州1604,109887,2026/4/8,401255ec000003fe
新疆16Z1,109888,2019/4/8,40125598000003ff
新疆16Z2,109889,2021/4/8,401255b000000400
新疆16Z3,109890,2023/4/8,401255c800000401
新疆16Z4,109891,2026/4/8,401255ec00000402
新疆1605,109892,2019/4/8,4.01256E+15
新疆1606,109893,2021/4/8,401255b000000404
新疆1607,109894,2023/4/8,401255c800000405
新疆1608,109895,2026/4/8,401255ec00000406
龙江1601,109896,2019/4/11,4.01256E+15
龙江1602,109897,2021/4/11,401255b000000408
龙江1603,109898,2023/4/11,401255c800000409
龙江1604,109899,2026/4/11,401255ec0000040a
龙江16Z1,109900,2019/4/11,401255980000040b
龙江16Z2,109901,2021/4/11,401255b00000040c
龙江16Z3,109902,2023/4/11,401255c80000040d
龙江16Z4,109903,2026/4/11,401255ec0000040e
湖南1601,109904,2023/4/12,401255c80000040f
湖南1602,109905,2026/4/12,401255ec00000410
河北16Z1,109906,2019/4/15,4.01256E+15
河北16Z2,109907,2021/4/15,401255b000000412
河北16Z3,109908,2023/4/15,401255c800000413
河北16Z4,109909,2026/4/15,401255ec00000414
河北1601,109910,2019/4/15,4.01256E+15
河北1602,109911,2021/4/15,401255b000000416
河北1603,109912,2023/4/15,401255c800000417
河北1604,109913,2026/4/15,401255ec00000418
河南1601,109914,2019/4/15,4.01256E+15
河南1602,109915,2021/4/15,401255b00000041a
河南1603,109916,2023/4/15,401255c80000041b
河南1604,109917,2026/4/15,401255ec0000041c
湖北16Z1,109918,2021/4/18,401255b00000041d
湖北16Z2,109919,2023/4/18,401255c80000041e
湖北1605,109920,2019/4/18,401255980000041f
湖北1606,109921,2021/4/18,401255b000000420
湖北1607,109922,2023/4/18,401255c800000421
湖北1608,109923,2026/4/18,401255ec00000422
甘肃1601,109924,2019/4/18,4.01256E+15
甘肃1602,109925,2021/4/18,401255b000000424
甘肃1603,109926,2023/4/18,401255c800000425
甘肃16Z1,109927,2021/4/18,401255b000000426
甘肃16Z2,109928,2023/4/18,401255c800000427
山西1601,109929,2019/4/20,4.01256E+15
山西1602,109930,2021/4/20,401255b000000429
山西1603,109931,2023/4/20,401255c80000042a
山西1604,109932,2026/4/20,401255ec0000042b
山东1605,109933,2019/4/27,401255980000042c
山东1606,109934,2021/4/27,401255b00000042d
山东1607,109935,2023/4/27,401255c80000042e
山东1608,109936,2026/4/27,401255ec0000042f
陕西1601,109937,2019/4/29,4.01256E+15
陕西1602,109938,2021/4/29,401255b000000431
陕西1603,109939,2023/4/29,401255c800000432
陕西1604,109940,2026/4/29,401255ec00000433
陕西16Z1,109941,2019/4/29,4.01256E+15
陕西16Z2,109942,2021/4/29,401255b000000435
陕西16Z3,109943,2023/4/29,401255c800000436
陕西16Z4,109944,2026/4/29,401255ec00000437
湖南1603,109945,2019/5/9,4.01256E+15
湖南1604,109946,2021/5/9,401255b100000439
海南1601,109947,2019/5/13,401255990000043a
海南1602,109948,2021/5/13,401255b10000043b
海南1603,109949,2026/5/13,401255ed0000043c
宁波1601,109950,2019/5/16,401255990000043d
宁波1602,109951,2021/5/16,401255b10000043e
宁波1603,109952,2023/5/16,401255c90000043f
宁波1604,109953,2026/5/16,401255ed00000440
宁波16Z1,109954,2019/5/16,4.01256E+15
宁波16Z2,109955,2021/5/16,401255b100000442
宁波16Z3,109956,2023/5/16,401255c900000443
宁波16Z4,109957,2026/5/16,401255ed00000444
青岛1601,109958,2019/5/17,4.01256E+15
青岛1602,109959,2021/5/17,401255b100000446
青岛1603,109960,2023/5/17,401255c900000447
青岛1604,109961,2026/5/17,401255ed00000448
青岛16Z1,109962,2021/5/17,401255b100000449
青岛16Z2,109963,2023/5/17,401255c90000044a
青岛16Z3,109964,2026/5/17,401255ed0000044b
四川16Z1,109965,2019/5/18,401255990000044c
四川16Z2,109966,2021/5/18,401255b10000044d
四川16Z3,109967,2023/5/18,401255c90000044e
四川16Z4,109968,2026/5/18,401255ed0000044f
四川1605,109969,2019/5/18,4.01256E+15
四川1606,109970,2021/5/18,401255b100000451
四川1607,109971,2023/5/18,401255c900000452
四川1608,109972,2026/5/18,401255ed00000453
宁夏16Z1,109973,2019/5/20,4.01256E+15
宁夏16Z2,109974,2021/5/20,401255b100000455
宁夏16Z3,109975,2023/5/20,401255c900000456
宁夏16Z4,109976,2026/5/20,401255ed00000457
辽宁16Z1,109977,2019/5/25,4.01256E+15
辽宁16Z2,109978,2021/5/25,401255b100000459
辽宁16Z3,109979,2023/5/25,401255c90000045a
辽宁16Z4,109980,2026/5/25,401255ed0000045b
云南16Z3,109981,2021/5/27,401255b10000045c
云南16Z4,109982,2023/5/27,401255c90000045d
云南1603,109983,2021/5/27,401255b10000045e
云南1604,109984,2023/5/27,401255c90000045f
陕西1605,109985,2019/5/27,4.01256E+15
陕西1606,109986,2021/5/27,401255b100000461
陕西1607,109987,2023/5/27,401255c900000462
陕西1608,109988,2026/5/27,401255ed00000463
陕西16Z5,109989,2019/5/27,4.01256E+15
陕西16Z6,109990,2021/5/27,401255b100000465
陕西16Z7,109991,2023/5/27,401255c900000466
陕西16Z8,109992,2026/5/27,401255ed00000467
陕西16Z9,109993,2019/5/27,4.01256E+15
陕西1609,109994,2021/5/27,401255b100000469
陕西1610,109995,2023/5/27,401255c90000046a
陕西1611,109996,2026/5/27,401255ed0000046b
青海1605,109997,2019/5/30,401255990000046c
青海1606,109998,2021/5/30,401255b10000046d
青海1607,109999,2023/5/30,401255c90000046e
编辑,,,
企业债uk编码,,,
,,,
企业债简称,企业债代码,到期日,UK
02电网15,111018,2017/6/19,4.01226E+15
02广核债,111019,2017/11/11,4.01226E+15
03中铁债,111023,2021/8/25,401225b400000003
05粤交通,111026,2020/6/29,401225a600000004
06鲁能债,111032,2021/7/31,401225b300000005
09华菱债,111050,2019/2/17,4.01226E+15
09怀化债,111051,2019/2/18,4.01226E+15
09哈城投,111052,2019/3/12,4.01226E+15
09兖城投,111057,2016/9/23,4.01226E+15
09黄城投,111058,2017/12/31,401225880000000a
09宿建投,111059,2016/12/3,4012257c0000000b
10佳城投,111060,2017/3/9,4012257f0000000c
10并高铁,111062,2020/9/6,401225a90000000d
11富阳债,111063,2018/3/3,4012258b0000000e
11长交债,111064,2018/3/10,4012258b0000000f
11豫中小,111065,2017/2/16,4.01226E+16
14邯中小,111067,2020/7/22,401225a700000011
08中粮债,112004,2018/8/25,4.01226E+15
09宜化债,112019,2019/12/17,401225a000000013
10南玻02,112022,2017/10/20,4.01226E+15
10煤气02,112024,2017/11/4,4.01226E+15
11珠海债,112025,2019/3/1,4.01226E+15
11新兴02,112027,2021/3/18,401225af00000017
11鲁西债,112030,2018/7/6,4012258f00000018
11柳工02,112033,2018/7/20,4012258f00000019
11陕气债,112034,2019/7/22,4012259b0000001a
11国脉债,112035,2018/7/26,4012258f0000001b
11三钢01,112036,2018/8/1,401225900000001c
11万方债,112037,2016/8/12,401225780000001d
11锡业债,112038,2018/8/17,401225900000001e
11黔轮债,112039,2017/8/22,401225840000001f
11建能债,112040,2017/8/29,4.01226E+15
11冀东01,112041,2018/8/30,4.01226E+15
11东控02,112043,2016/9/22,4.01226E+15
11中泰01,112044,2018/11/3,4.01226E+15
11宗申债,112045,2017/11/14,4.01226E+15
11华孚01,112046,2016/11/18,4012257b00000025
11海大债,112047,2016/11/18,4012257b00000026
11凯迪债,112048,2018/11/21,4.01226E+15
11安泰01,112049,2016/11/22,4012257b00000028
11报喜01,112050,2016/11/24,4012257b00000029
11报喜02,112051,2018/11/24,401225930000002a
11许继债,112052,2018/11/30,401225930000002b
11新筑债,112053,2016/12/7,4012257c0000002c
11徐工01,112055,2016/12/29,4012257c0000002d
11远兴债,112056,2017/1/17,4012257d0000002e
11东磁债,112057,2017/2/9,4012257e0000002f
11中粮01,112058,2017/2/16,4.01226E+36
11联化债,112059,2019/2/21,4.01226E+15
12新都债,112062,2017/3/8,4012257f00000032
12隆平债,112064,2017/3/14,4012257f00000033
12柳工债,112065,2017/3/14,4012257f00000034
11西建债,112066,2017/3/15,4012257f00000035
11冀东02,112067,2020/3/20,401225a300000036
11棕榈债,112068,2017/3/21,4012257f00000037
12明牌债,112069,2017/3/22,4012257f00000038
12中泰债,112070,2019/3/22,4.01226E+15
11智光债,112071,2017/3/23,4012257f0000003a
11三钢02,112073,2019/4/9,401225980000003b
12华茂债,112074,2017/4/12,401225800000003c
